activityID,actorID
27292,2577
27068,1016
27068,3293
32004,1262
32004,2135
32004,1021
32022,1262
32022,1021
32022,135
32022,2994
32022,2135
27069,3294
27069,1133
27069,790
27069,2419
27069,789
27069,3293
27069,2577
27069,1016
27069,135
27069,3340
27069,2491
27069,2492
27069,674
27069,829
27069,901
27291,829
27291,135
27291,1016
27291,2577
27291,2491
27291,2492
27291,674
27291,901
27291,3294
27291,1133
27291,790
27291,2419
27291,789
27291,3293
27291,3340
27298,1016
27298,3293
32001,1262
32001,1016
32001,1480
32001,2577
32001,135
13853,2491
13853,2492
13853,674
13853,2577
28277,31
28277,156
28277,157
2224,156
2224,157
2224,31
2228,31
31077,31
28275,584
28275,586
28275,1453
28275,2097
2227,584
2227,31
2227,586
2227,2097
2226,584
2226,586
2226,1453
2226,2097
28274,584
28274,2097
28274,586
3704,584
3704,586
3704,2097
3705,531
3705,584
28276,1453
28276,31
28276,156
28276,157
2225,31
2225,1453
34609,2097
34609,584
34609,586
1034,1879
1034,767
1034,1880
1034,1881
1034,766
1034,765
1034,1924
1034,729
1034,1702
1034,3334
1034,1488
1034,2406
1034,3335
1034,863
1034,948
1034,867
1034,3324
1034,3169
1034,2487
1034,2687
1034,1966
1034,3168
15651,1810
15651,2021
15651,1860
15651,776
15651,1924
15651,729
15651,1702
15651,1271
15651,1436
15651,1438
15651,1437
15651,1879
15651,767
15651,1880
15651,1881
15651,766
15651,765
15651,867
15651,3324
15651,3169
15651,2487
15651,2687
15651,1966
15651,3168
15651,3334
15651,1488
15651,2406
15651,3335
15651,863
15651,948
15651,907
15887,1810
15887,867
15887,3324
15887,3169
15887,2487
15887,2687
15887,1966
15887,3168
15887,1879
15887,767
15887,1880
15887,1881
15887,766
15887,765
15887,907
15887,3334
15887,1488
15887,2406
15887,3335
15887,863
15887,948
15887,1924
15887,729
15887,1702
29178,2021
29178,1860
29178,776
29178,867
29178,3324
29178,3169
29178,2487
29178,2687
29178,1966
29178,3168
29178,1271
29178,1436
29178,1438
29178,1437
29178,1924
29178,729
29178,1702
2000,1924
2000,729
2000,1702
2000,1810
2000,867
2000,3324
2000,3169
2000,2487
2000,2687
2000,1966
2000,3168
1998,1810
1998,867
1998,3324
1998,3169
1998,2487
1998,2687
1998,1966
1998,3168
1998,1924
1998,729
1998,1702
5648,1810
5648,867
5648,3324
5648,3169
5648,2487
5648,2687
5648,1966
5648,3168
5648,3334
5648,1488
5648,2406
5648,3335
5648,863
5648,948
5648,1924
5648,729
5648,1702
5648,907
14397,1924
14397,729
14397,1702
14397,1879
14397,767
14397,1880
14397,1881
14397,766
14397,765
14397,867
14397,3324
14397,3169
14397,2487
14397,2687
14397,1966
14397,3168
3349,1924
3349,729
3349,1702
3349,867
3349,3324
3349,3169
3349,2487
3349,2687
3349,1966
3349,3168
3349,1879
3349,767
3349,1880
3349,1881
3349,766
3349,765
3350,1879
3350,767
3350,1880
3350,1881
3350,766
3350,765
3350,1924
3350,729
3350,1702
3350,1271
3350,1436
3350,1438
3350,1437
2001,867
2001,3324
2001,3169
2001,2487
2001,2687
2001,1966
2001,3168
2001,1924
2001,729
2001,1702
2001,1810
21697,867
21697,3324
21697,3169
21697,2487
21697,2687
21697,1966
21697,3168
21697,1810
21697,1924
21697,729
21697,1702
29183,1438
29183,2021
29183,1860
29183,776
15618,1924
15618,729
15618,1702
15618,3334
15618,1488
15618,2406
15618,3335
15618,863
15618,948
15618,907
15618,867
15618,3324
15618,3169
15618,2487
15618,2687
15618,1966
15618,3168
15618,1810
5647,867
5647,3324
5647,3169
5647,2487
5647,2687
5647,1966
5647,3168
5647,1924
5647,729
5647,1702
5647,3334
5647,1488
5647,2406
5647,3335
5647,863
5647,948
5647,1810
5647,1879
5647,767
5647,1880
5647,1881
5647,766
5647,765
5647,907
4166,3334
4166,1488
4166,2406
4166,3335
4166,863
4166,948
4166,867
4166,3324
4166,3169
4166,2487
4166,2687
4166,1966
4166,3168
4166,1810
4166,907
4166,1924
4166,729
4166,1702
12271,867
12271,3324
12271,3169
12271,2487
12271,2687
12271,1966
12271,3168
12271,1924
12271,729
12271,1702
12271,1810
21698,867
21698,3324
21698,3169
21698,2487
21698,2687
21698,1966
21698,3168
21698,1924
21698,729
21698,1702
21698,1879
21698,767
21698,1880
21698,1881
21698,766
21698,765
1999,1924
1999,729
1999,1702
1999,867
1999,3324
1999,3169
1999,2487
1999,2687
1999,1966
1999,3168
19948,1924
19948,729
19948,1702
19948,867
19948,3324
19948,3169
19948,2487
19948,2687
19948,1966
19948,3168
29181,867
29181,3324
29181,3169
29181,2487
29181,2687
29181,1966
29181,3168
29181,1924
29181,729
29181,1702
29181,1271
29181,1436
29181,1438
29181,1437
7050,867
7050,3324
7050,3169
7050,2487
7050,2687
7050,1966
7050,3168
7050,907
7050,1879
7050,767
7050,1880
7050,1881
7050,766
7050,765
7050,1271
7050,1436
7050,1438
7050,1437
7050,1810
7050,1924
7050,729
7050,1702
7050,3334
7050,1488
7050,2406
7050,3335
7050,863
7050,948
7050,2021
7050,1860
7050,776
1033,1924
1033,729
1033,1702
1033,1879
1033,767
1033,1880
1033,1881
1033,766
1033,765
1033,3334
1033,1488
1033,2406
1033,3335
1033,863
1033,948
1033,867
1033,3324
1033,3169
1033,2487
1033,2687
1033,1966
1033,3168
8151,867
8151,3324
8151,3169
8151,2487
8151,2687
8151,1966
8151,3168
8151,3334
8151,1488
8151,2406
8151,3335
8151,863
8151,948
8151,1924
8151,729
8151,1702
8151,907
29180,1271
29180,1436
29180,1438
29180,1437
29180,867
29180,3324
29180,3169
29180,2487
29180,2687
29180,1966
29180,3168
29180,1924
29180,729
29180,1702
1032,867
1032,3324
1032,3169
1032,2487
1032,2687
1032,1966
1032,3168
1032,1879
1032,767
1032,1880
1032,1881
1032,766
1032,765
1032,3334
1032,1488
1032,2406
1032,3335
1032,863
1032,948
1032,1924
1032,729
1032,1702
15242,1924
15242,729
15242,1702
15242,867
15242,3324
15242,3169
15242,2487
15242,2687
15242,1966
15242,3168
15242,1879
15242,767
15242,1880
15242,1881
15242,766
15242,765
14398,1924
14398,729
14398,1702
14398,1879
14398,767
14398,1880
14398,1881
14398,766
14398,765
14398,867
14398,3324
14398,3169
14398,2487
14398,2687
14398,1966
14398,3168
20456,867
20456,3324
20456,3169
20456,2487
20456,2687
20456,1966
20456,3168
20456,1879
20456,767
20456,1880
20456,1881
20456,766
20456,765
20456,1924
20456,729
20456,1702
3347,1924
3347,729
3347,1702
3347,867
3347,3324
3347,3169
3347,2487
3347,2687
3347,1966
3347,3168
29179,867
29179,3324
29179,3169
29179,2487
29179,2687
29179,1966
29179,3168
29179,1924
29179,729
29179,1702
29179,2058
19949,1924
19949,729
19949,1702
19949,1879
19949,767
19949,1880
19949,1881
19949,766
19949,765
19949,867
19949,3324
19949,3169
19949,2487
19949,2687
19949,1966
19949,3168
19949,3334
19949,1488
19949,2406
19949,3335
19949,863
19949,948
1031,867
1031,3324
1031,3169
1031,2487
1031,2687
1031,1966
1031,3168
1031,1879
1031,767
1031,1880
1031,1881
1031,766
1031,765
1031,1924
1031,729
1031,1702
1031,3334
1031,1488
1031,2406
1031,3335
1031,863
1031,948
29182,867
29182,3324
29182,3169
29182,2487
29182,2687
29182,1966
29182,3168
29182,1924
29182,729
29182,1702
29182,2824
29182,2824
29182,1271
29182,1436
29182,1438
29182,1437
3348,1924
3348,729
3348,1702
3348,867
3348,3324
3348,3169
3348,2487
3348,2687
3348,1966
3348,3168
29184,1924
29184,729
29184,1702
29184,1271
29184,1436
29184,1438
29184,1437
29184,867
29184,3324
29184,3169
29184,2487
29184,2687
29184,1966
29184,3168
15619,1810
15619,3334
15619,1488
15619,2406
15619,3335
15619,863
15619,948
15619,867
15619,3324
15619,3169
15619,2487
15619,2687
15619,1966
15619,3168
15619,1924
15619,729
15619,1702
15619,907
26630,2824
26630,2824
26630,867
26630,3324
26630,3169
26630,2487
26630,2687
26630,1966
